company_name,rate,city,state,job_id,remote_work,job_title,salary_estimate,company_size,company_type,company_sector,company_founded,company_industry,job_age,pros,cons,title,position,per_hour,avg_salary,desc,company_size_number
NATIONAL GRID CO USA (NE POWER),3.9,Concord,MA,1007601863799,0,Data Science Manager,Glassdoor est,10000+ Employees,Company - Public,"Oil, Gas, Energy & Utilities",1990,Utilities,2022-01-28,Good work life balance (Depending on the team you are in) (in 14 reviews) Stability and the people themselves are nice (in 19 reviews) Good Pay and Benefits. (in 13 reviews) Good management (in 11 reviews) Great culture even while working from home! (in 20 reviews),Depending on what team you are on you can either have a great work life balance or a very poor work life balance. (in 14 reviews) Full of people with hidden agendas and/or ulterior motives. (in 19 reviews) Management also seems to feel the need to a restructuring at least every two years. (in 11 reviews),data science,manager,0,123.5,"In accordance with guidelines regarding companies classified as Federal contractors and consistent with our core commitment of safety National Grid has made the decision to require all new hires to be fully COVID-19 vaccinated as a condition of hire. ""Full vaccination"" is defined as two weeks after both doses of a two-dose vaccine or two weeks since a single-dose vaccine has been administered. Anyone unable to be vaccinated either because of a religious belief or a disability can request a reasonable accommodation. Every day we deliver safe and secure energy to homes communities and businesses. We are there when people need us the most. We connect people to the energy they need for the lives they live. The pace of change in society and our industry is accelerating and our expertise and track record puts us in an unparalleled position to shape the sustainable future of our industry. To be successful we must anticipate the needs of our customers reducing the cost of energy delivery today and pioneering the flexible energy systems of tomorrow. This requires us to deliver on our promises and always look for new opportunities to grow both ourselves and our business. National Grid is hiring a Data Science Manager for our Data Science department in Waltham MA. As a Data Science Manager at National Grid you will lead a team and do hands-on work. You will work in a dynamic organization to turn data into actionable intelligence. The variety and complexity of challenges you will solve is second to none but most important is the real world impact your work will have on the lives of millions of people. The National Grid Data Science teams provide insights and conclusions from multiple sources of information in a variety of different formats using analysis techniques that range from simple to advanced. An ability to work cross-functionally and on Agile teams is critical and you should have a broad knowledge of: Preferred Skills and Experience: National Grid is an equal opportunity employer that values a broad diversity of talent knowledge experience and expertise. We foster a culture of inclusion that drives employee engagement to deliver superior performance to the communities we serve. National Grid is proud to be an affirmative action employer. We encourage minorities women individuals with disabilities and protected veterans to join the National Grid team.Statistical & Probabilistic Analyses Programming/Software Development Effective Visualization and Presentation Lead manage and mentor a team of Data Scientists Employ sophisticated analytics programs machine learning and statistical methods for predictive and prescriptive modeling forecasting and simulations Discover the best methods of integrating data from several different sources and formats for use in analyses Project manage efforts both internal to the team and across the enterprise Be intellectually curious and enjoy learning Can manage projects both internal to the team and across the enterprise. Can supervise and mentor other team members. 4+ years of data science experience (utility or energy sector is a plus) Experience leading large projects and/or a team of individual contributors Demonstrated ability to communicate and interact with business stakeholders without supervision Demonstrated ability to translate technical knowledge into business terms Fluency in:\nMachine learning tools and techniques\nPython and/or R\nSQL Machine learning tools and techniques Python and/or R SQL Experience with cloud computing in Linux and Windows environments (Azure is a plus) Master’s degree in a quantitative discipline exceptional candidates considered with Bachelor’s degree or Master’s degree in progress Strong background in full lifecycle of Data Science products Knowledge of Agile frameworks Regulated utility experience Active github repository and stackoverflow account Data science competition entries (kaggle kdnuggets etc.) Experimental Design experience Interactive visualization tools (Power BI is a plus) GIS knowledge (ArcGIS is a plus)",10000
CyberCoders,,Tampa,FL,1007601752562,0,Data Engineer,Employer Provided Salary,201 to 500 Employees,Subsidiary or Business Segment,Business Services,1999,Staffing & Outsourcing,2022-01-28,Selfless leadership. (in 1 reviews) Good work / life balance. (in 1 reviews),Poor health and dental insurance (in 1 reviews),data engineer,developer,0,95.0,Applicants must be authorized to work in the U.S.Design develop debug and support ETL processes utilizing AWS services Partner in ideation and development of data models used for data science and analytics Meet the delivery expectations of the Agile Project Management methodology (1-week Data Engineering Sprint cycles) Maintain reports and extracts that serve as life-saving information sources to customers Write clear and concise documentation regarding technical solutions while sharing knowledge and documentation with team Work with internal and external customers to prove requirements are met SQL Python AWS Docker or Kubernetes OLAP or database experience data modeling Salary-$80K-$110K DOE Extensive Benefits Package Low Healthcare Premiums & MORE!,350
CyberCoders,,San Francisco,CA,1007601751492,0,"Tech Lead Manager, Data Science",Employer Provided Salary,201 to 500 Employees,Subsidiary or Business Segment,Business Services,1999,Staffing & Outsourcing,2022-01-28,Selfless leadership. (in 1 reviews) Good work / life balance. (in 1 reviews),Poor health and dental insurance (in 1 reviews),data science,manager,0,192.5,Applicants must be authorized to work in the U.S.Masters or PhD in Statistics Math Computer Science or a STEM Field 3+ years data science Building and scaling data teams Understanding modeling and algorithms REMOTE Flexible Schedule Health Plan 401K Equity Compensation $200 Commuter Benefit $50 gym membership reimbursement Calm App Yearly Subscription Employee Discounts,350
Masis Professional Group,,Bellevue,WA,1007601546820,0,Data Scientist - Relocation Available,Employer Provided Salary,201 to 500 Employees,Unknown / Non-Applicable,,Company - Private,,2022-01-28,Good job and good pay (in 4 reviews) Nice group of people. (in 3 reviews),This was barely my 2nd week in and all the knowledge i knew about my job was from my previous employer who actually gave me proper training and guidance. (in 2 reviews) Wants availability but isn’t flexible (in 3 reviews) Stealing hours sick (in 3 reviews),data scientist,developer,0,145.0,Data Scientist Job Description: Masis Professional Group has an immediate need for a Data Scientist for a very well established and growing real estate development firm in the Bellevue WA area on a full-time permanent basis. Data Scientist Responsibilities: Data Scientist Qualifications: Job Type: Full-time Pay: $140000.00 - $150000.00 per year Benefits: Schedule: Work Location: One locationCollaborate with colleagues and consultants on cross functional teams Assess current capabilities and data availability to determine buildout options Design systems and processes for new data analytics functions Determine how data should be structured stored and integrated with existing IT systems Create a data lake for raw data and a data warehouse for structured data Design new infrastructure build data pipelines and produce ETL processes to collect and organize structured and unstructured sources of information Clean and verify data including economic geographic property and financial metrics Identify new data sources (e.g. IoT) map out collection processes and setup flows Learn the business identify valuation drivers define pain points determine research objectives test hypotheses and generate analyses Interview executives and investment professionals to review industry dynamics understand the business assess scenarios and frame business requirements Sift sort tabulate and visualize data to find trends/patterns and confirm business cases Develop hypotheses produce roadmaps build prototypes and create tests Design scientific experiments and build models to test hypotheses Utilize automated machine learning platforms and statistical tools to investigate data Create algorithms including forecast classification outlier time series and clustering models Develop simulations to forecast trends and devise insights using data science applications including anomaly detection pattern recognition predictive modeling sentiment analysis etc. Test hypotheses validate assumptions calibrate models and refine analyses Translate results into insights and present solutions to senior management Define objectives identify key performance indicators and measure progress Build dashboards tools reports presentations and data visualizations to review scenarios analyze trends and forecast outcomes Use regression decision trees neural networks and other statistical modeling techniques to construct benchmarks value investments identify risks assess market dynamics optimize business strategies automate processes etc. Bachelor’s degree required; degree in computer science mathematics statistics economics and other STEM majors preferred; data science boot camp a plus 7+ years of work experience ideally in role involving programming data mining data science business intelligence strategy or consulting Experience with data science platforms data visualization tools and Microsoft Office (Excel) Experience coding using SQL R Python Java C/C++ etc. to create pipelines queries etc. Familiarity with statistical software applications – SAS MATLAB IBM SPSS etc. Experience conducting time series analyses and producing models – familiarity with regression decision trees hidden Markov support vector machines dimensionality reduction ensemble clustering etc. Familiarity with relational database management systems – SQL NoSQL MongoDB Cassandra etc. Experience in a business setting outside of a tech firm preferably real estate sector experience; familiarity with financial concepts – KPIs financial planning & analysis budgeting variance analysis econometrics valuations etc. Organized with prior experience managing projects and people on cross-functional teams Strong oral and written communication skills with ability to communicate complex findings to non-technical stakeholders Ability to work autonomously and collaboratively with limited guidance in a small team setting All candidates must be able to speak write and understand English 401(k) Dental insurance Health insurance Paid time off Vision insurance 8 hour shift Day shift Monday to Friday,350
NIKE INC,4.1,Vancouver,WA,1007601349937,0,"Senior Director, Member Modeling Data Science",Glassdoor est,10000+ Employees,Company - Public,Manufacturing,1972,Consumer Products Manufacturing,2022-01-28,Nike has generally nice people and tries its best to provide a fun working environment. (in 21 reviews) Transportation work life balance good (in 16 reviews) There are endless opportunities and they spend a lot of time training leadership which I really appreciated. (in 12 reviews) Great brand leadership and culture. (in 14 reviews) good benefits (in 13 reviews),there is a lack of advancement opportunity (in 12 reviews),data science,senior,0,154.0,Become a Part of the NIKE Inc. Team NIKE Inc. does more than outfit the world’s best athletes. It is a place to explore potential obliterate boundaries and push out the edges of what can be. The company looks for people who can grow think dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers leaders and visionaries. At NIKE Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game. Member Modeling Data Science is part of Nike’s Insights function. So you will also be a member of the broader data science and analytics community at Nike and participate in our data science labs study groups and activities and attend conferences. What you bring NIKE Inc. is a growth company that looks for team members to grow with it. Nike offers a generous total rewards package casual work environment a diverse and inclusive culture and an electric atmosphere for professional development. No matter the location or the role every Nike employee shares one galvanizing mission: To bring inspiration and innovation to every athlete* in the world. NIKE Inc. is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race color religion sex national origin age sexual orientation gender identity gender expression veteran status or disability.Lead a talented team of Data Science Directors and Sr Data Scientists. Hire onboard and develop additional data scientists and data science directors. Lead workstreams that require cross-functional squads that include data scientists data engineers analysts and product managers. Manage our portfolio of member model capabilities including lifetime value segmentation fraud and onboarding models. Develop methods and tools that further enrich Nike’s member data while also respecting the privacy of our members. Expand the vision for member modeling at Nike. Learn the business of designing shoes and apparel and bringing them to market around the globe to understand how to best serve stakeholders. Be a part of the broader data science community within Nike and contribute to a culture of learning. Experience hiring and mentoring exceptional data scientists. Experience leading through leaders (directors will report into you). Experience developing strong partnerships with engineering and product teams. Experience communicating technical roadmaps to business leaders. Experience practicing data science. A product and entrepreneurial mindset. Bachelors degree or higher or Combination of relevant education experience and training.,10000
Sanofi,3.9,Madison,NJ,1007600443049,0,Data analyst,Glassdoor est,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,1973,Biotech & Pharmaceuticals,2022-01-28,Health care benefit is good (in 44 reviews) Great people and environment. (in 37 reviews) Good Culture (in 28 reviews) Great management. (in 21 reviews) Work life balance is good (in 21 reviews),Benefits not as competitive and no stock options (in 44 reviews) As with any research environment there are great people to work. (in 37 reviews) Large size and heterogenous culture (in 28 reviews) Management was not well run. (in 21 reviews) Terrible work life balance too many levels of bureaucracy (in 21 reviews),data analyst,developer,0,85.0,Data Analyst Role We are looking for a Data Analyst to join our digital data team to ensure that the data available as-a-service in global data warehouses meets business requirement with the right quality for enabling enterprise data and analytics and insights initiatives. Maintains the data catalog and ensure compliance of data manipulation with industry standard practices. The bulk of the work covers partnering with data engineers data scientists and product owners for data analysis and integration requirements and guiding solution design and architecture. Responsibilities Understand business data requirements and translate them into technical needs Build and maintain the data model used in global data warehouses and solutions Define the concepts and attributes of the data and manage the data dictionary of the tables Keep up to date data catalog with relevant data available and their attributes Validate quality of data and steer data quality improvement action plans Ensure and assess data quality on global data warehouses building KPIs (incident management completeness of data etc.) and setting up and automate consistency checks Identify root causes of potential malfunctions and allocate actions to the right stakeholders Partner with Product Owners and Data Engineers to prioritize the pipeline implementation plan Partner with Data Engineers and Data scientists to ensure pipelines meets business requirements Partner with data domain owner and procurement team in case of need to buy or sell data Partner with legal team regarding GDPR and other legal requirements Actively contribute to Data governance community Guide solution design to meet data and integration requirements Identify new opportunities to leverage data and to integrate data or applications to enhance business value Coordinate with data owners to ensure data accessibility and quality Tools Good knowledge of cloud computing and data storages. Knowing AWS is a plus. SQL Python Excel PowerPoint Word One or multiple of the following visualization skills : Tableau PowerBI seaborn matplolib plotly ggplot bokeh Project management & support: JIRA projects & service desk Confluence Teams Skills Expert in Data manipulation techniques (esp. querying tables with SQL Numpy) Strong capacity to develop consistent clear analysis and report potential issues Data quality audit techniques (Electronic Data Discovery) Familiarity with data science methods and scaling data science methods Soft Skills Pragmatic and capable of solving complex issues Ability to understand business needs Good communication Service-oriented flexible positive team player Self-motivated takes initiative Rigorous attention to detail to map data systems Curious to understand what is behind each data field Experience Close to 5 years of experience as Data Analyst (performed data manipulation data analysis master data management) Experience in a healthcare company is a strong plus Preferred Qualifications Master’s Degree in Mathematics Economics Computer Science Information Management or Statistics At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues patients and customers. We respect and celebrate the diversity of our people their backgrounds and experiences and provide equal opportunity for all.Understand business data requirements and translate them into technical needs Build and maintain the data model used in global data warehouses and solutions Define the concepts and attributes of the data and manage the data dictionary of the tables Keep up to date data catalog with relevant data available and their attributes Validate quality of data and steer data quality improvement action plans Ensure and assess data quality on global data warehouses building KPIs (incident management completeness of data etc.) and setting up and automate consistency checks Identify root causes of potential malfunctions and allocate actions to the right stakeholders Partner with Product Owners and Data Engineers to prioritize the pipeline implementation plan Partner with Data Engineers and Data scientists to ensure pipelines meets business requirements Partner with data domain owner and procurement team in case of need to buy or sell data Partner with legal team regarding GDPR and other legal requirements Actively contribute to Data governance community Guide solution design to meet data and integration requirements Identify new opportunities to leverage data and to integrate data or applications to enhance business value Coordinate with data owners to ensure data accessibility and quality Good knowledge of cloud computing and data storages. Knowing AWS is a plus. SQL Python Excel PowerPoint Word One or multiple of the following visualization skills : Tableau PowerBI seaborn matplolib plotly ggplot bokeh Project management & support: JIRA projects & service desk Confluence Teams Expert in Data manipulation techniques (esp. querying tables with SQL Numpy) Strong capacity to develop consistent clear analysis and report potential issues Data quality audit techniques (Electronic Data Discovery) Familiarity with data science methods and scaling data science methods Pragmatic and capable of solving complex issues Ability to understand business needs Good communication Service-oriented flexible positive team player Self-motivated takes initiative Rigorous attention to detail to map data systems Curious to understand what is behind each data field Close to 5 years of experience as Data Analyst (performed data manipulation data analysis master data management) Experience in a healthcare company is a strong plus,10000
NATIONAL GRID CO USA (NE POWER),3.9,Brooklyn,NY,1007601864056,0,"Lead Data Scientist, Data Science",Glassdoor est,10000+ Employees,Company - Public,"Oil, Gas, Energy & Utilities",1990,Utilities,2022-01-28,Good work life balance (Depending on the team you are in) (in 14 reviews) Stability and the people themselves are nice (in 19 reviews) Good Pay and Benefits. (in 13 reviews) Good management (in 11 reviews) Great culture even while working from home! (in 20 reviews),Depending on what team you are on you can either have a great work life balance or a very poor work life balance. (in 14 reviews) Full of people with hidden agendas and/or ulterior motives. (in 19 reviews) Management also seems to feel the need to a restructuring at least every two years. (in 11 reviews),data science,lead,0,127.0,"In accordance with guidelines regarding companies classified as Federal contractors and consistent with our core commitment of safety National Grid has made the decision to require all new hires to be fully COVID-19 vaccinated as a condition of hire. ""Full vaccination"" is defined as two weeks after both doses of a two-dose vaccine or two weeks since a single-dose vaccine has been administered. Anyone unable to be vaccinated either because of a religious belief or a disability can request a reasonable accommodation. Every day we deliver safe and secure energy to homes communities and businesses. We are there when people need us the most. We connect people to the energy they need for the lives they live. The pace of change in society and our industry is accelerating and our expertise and track record puts us in an unparalleled position to shape the sustainable future of our industry. To be successful we must anticipate the needs of our customers reducing the cost of energy delivery today and pioneering the flexible energy systems of tomorrow. This requires us to deliver on our promises and always look for new opportunities to grow both ourselves and our business. National Grid is hiring a Lead Data Scientist for our Economics & Load Forecasting Department in Hicksville NY or Waltham MA. The Economics & Gas Forecasting team produces the gas load forecasts for National Grid as well economic analysis and insight. As a Lead Data Scientist you will develop present and defend the gas and load forecasts for our US service territory using econometric methods. Conduct advanced quantitative analyses and develop sophisticated statistical and machine learning models and optimization tools to help the company achieve its regulatory financial operational and growth goals. You will understand policy requirement and help ensure project development be aligned with regulatory perspective. You will support internal stakeholders including Supply Engineering Regulatory Strategy Finance and others. You will assist in the presentation and defense of the forecasts to regulatory bodies in MA RI and NY. You will ensure the forecasts incorporate new distributed energy resources technologies and policies. In accordance with guidelines regarding companies classified as Federal contractors and consistent with our core commitment of safety National Grid has made the decision to require all new hires to be fully COVID-19 vaccinated as a condition of hire. ""Full vaccination"" is defined as two weeks after both doses of a two-dose vaccine or two weeks since a single-dose vaccine has been administered. Anyone unable to be vaccinated either because of a religious belief or a disability can request a reasonable accommodation. This position has a career path which provides for advancement opportunities within and across bands as you develop and evolve in the position; gaining experience expertise and acquiring and applying technical skills. Internal candidates will be assessed and provided offers against the minimum qualifications of this role and their individual experience. National Grid is an equal opportunity employer that values a broad diversity of talent knowledge experience and expertise. We foster a culture of inclusion that drives employee engagement to deliver superior performance to the communities we serve. National Grid is proud to be an affirmative action employer. We encourage minorities women individuals with disabilities and protected veterans to join the National Grid team.Development of gas and electric load forecast using econometric methods. Perform additional analysis relating to the forecast as necessary. Ensure the forecasts properly account for distributed energy resources and new technologies and policies (e.g. energy efficiency demand response electrification of heat etc.). Develop advanced machine learning and statistical methods and sophisticated analytics programs for addressing and solving a wide range of problems across the business. Develop advanced quantitative analyses and optimization approaches to support senior management in solution and strategy design customer engagement marketing campaigns asset optimization and energy portfolio analysis and optimization such as hedging plans. Develop maintain and enhance gas load and customer growth forecasting by using appropriate modeling technologies and training the relevant teams on model usage and results interpretation. Translate functional policy into processes and procedures that drive greater efficiencies for National Grid and ensure compliance with regulations. Help interpret modeling and analysis results from regulatory and/or policy perspectives.\nUpdate forecast processes and documentation to ensure they are efficient reviewable and reliable.\nProvide expert testimony before regulators and defend the gas/electric forecasts. Respond to data request from regulatory bodies for rate cases and other proceedings.\nCollaborate with internal stakeholders (including supply engineering regulator strategy) regarding forecast methodology and analysis and ensure our deliverables meet their needs.\nStay current in all policies regulatory requirements market trends and industry standards regarding customer energy use and technologies and programs impacting that use such as energy efficiency and demand response. Update forecast processes and documentation to ensure they are efficient reviewable and reliable. Provide expert testimony before regulators and defend the gas/electric forecasts. Respond to data request from regulatory bodies for rate cases and other proceedings. Collaborate with internal stakeholders (including supply engineering regulator strategy) regarding forecast methodology and analysis and ensure our deliverables meet their needs. Stay current in all policies regulatory requirements market trends and industry standards regarding customer energy use and technologies and programs impacting that use such as energy efficiency and demand response. Works well in a team. Bachelor’s (Master’s or PhD preferred) in statistics engineering (applied) mathematics computer science economics applied management science operations research or related field. Industrial experience is a plus. Strong hands-on experience and deep understanding of advanced quantitative analysis machine learning time series analysis process modeling and optimization. Experience in energy load forecasting preferred. Proficient in statistical programming languages such as to Python R Matlab SAS required. Experience in relational databases stored procedures SQL and Non-SQL database systems preferred. Experience in cloud computation preferred Experience in project management to meet agile project development preferred Strong written and verbal communication skills including the ability to testify before regulators and respond to regulatory data requests. Ability to explain complex technical concepts to non-technical stakeholders. Experience with policy or forecasting distributed resources (e.g. energy efficiency demand response electric vehicles PV storage electrification of heat etc.) preferred. Advanced Excel skills required. Power BI/Tableau skills preferred. Relevant energy industry experience in a regulated setting preferred. Highly motivated with the ability to work effectively both independently and as part of a team.",10000
CyberCoders,,Pittsburgh,PA,1007601752076,0,Data Engineer,Employer Provided Salary,201 to 500 Employees,Subsidiary or Business Segment,Business Services,1999,Staffing & Outsourcing,2022-01-28,Selfless leadership. (in 1 reviews) Good work / life balance. (in 1 reviews),Poor health and dental insurance (in 1 reviews),data engineer,developer,0,95.0,Applicants must be authorized to work in the U.S.Design develop debug and support ETL processes utilizing AWS services Partner in ideation and development of data models used for data science and analytics Meet the delivery expectations of the Agile Project Management methodology (1-week Data Engineering Sprint cycles) Maintain reports and extracts that serve as life-saving information sources to customers Write clear and concise documentation regarding technical solutions while sharing knowledge and documentation with team Work with internal and external customers to prove requirements are met SQL Python AWS Docker or Kubernetes OLAP Salary-$80K-$110K DOE Extensive Benefits Package Low Healthcare Premiums & MORE!,350
CyberCoders,,Los Altos,CA,1007601753118,0,Senior Data Scientist (ML),Employer Provided Salary,201 to 500 Employees,Subsidiary or Business Segment,Business Services,1999,Staffing & Outsourcing,2022-01-28,good communication good people kinda (in 1 reviews),bad managment few offices kinda (in 1 reviews),data scientist,senior,0,140.0,Applicants must be authorized to work in the U.S.Translating prediction models into a production environment including drafting product design documents based on processed data and model results. Perform critical functions in our workflow including data cleaning processing versioning analysis model building validation light database management publishing and review of live products. Develop and maintain data processing & modeling pipelines that improve internal workflows. Apply update and improve established processes and protocols to improve efficiency and accuracy. Document code and processes and participate in code/protocol reviews to ensure robustness and reproducibility in our applications/workflows. Document and archive analysis and programming work to ensure a complete audit trail. Collaborate with a cross-functional project team of lead architects web developers data scientists client services personnel program managers and QA personnel on technical aspects of product and customized implementations. Expertise with ML Ops including deploying highly parallel AI/ML modeling services distributed cloud computing and related QA etc. in AWS or another cloud server Ph.D. in a quantitative field such as biomedical informatics biostatistics statistics computer science math or engineering and/or 5-6 years of equivalent experience with quantitative research data analysis and independent projects. Strong fluent command of supervised learning concepts and algorithms such as bias-variance tradeoff regularization cross-validation generalized linear models ensembles gradient boosting machine kernel methods vs. Bayesian methods etc. Proficiency with Python Proficiency with R Proficiency with RDBMS (e.g. MySQL PostgreSQL) Development experience in AI/ML,350
CyberCoders,,Newton,MA,1007601752807,0,Professional Services Consultant,Employer Provided Salary,201 to 500 Employees,Subsidiary or Business Segment,Business Services,1999,Staffing & Outsourcing,2022-01-28,Opportunity to truly make uncapped commission (in 37 reviews) Flexible manager. (in 27 reviews) The people are great (in 30 reviews) Fun and inspiring environment Amazing culture. (in 30 reviews) Continuous learning and training (could be good or bad (in 40 reviews),Everyone gets the same salary ($50k) and you don\t even get to earn commissions until you bill at least $50k (in 37 reviews) It\s helpful if you have a good manager. (in 27 reviews) In my experience there they claim to not be metrics driven at all and that they are big on culture. (in 30 reviews) Training is great but could be better with Jr. level. (in 40 reviews),,consultant,0,115.0,Applicants must be authorized to work in the U.S.Data Analytics Actuarial Pricing Analysis Insurance Software Industry Statistics Pre And Post Sales Data Science Analytical Tools (Python/R/SAS) Spanish/Portuguese Salary: $100-$130K Pre-IPO Stock Options,350
Actalent Services,3.8,Detroit,MI,1007601614337,0,Data Science Analyst,Employer Provided Salary,10000+ Employees,Company - Private,Information Technology,1983,IT Services,2022-01-28,Having had experience working for an academic research center directly prior to COVID the pay was much more fair while working with Actalent (in 2 reviews) Great communication between all parties. (in 2 reviews),No paid holidays or time off (in 1 reviews) No job security due to contract have to constantly keep searching for jobs (in 1 reviews),data science,developer,1,81.0,Actalent needs a Data Science and Analytics Engineer preferably with experience in an automotive product development or manufacturing environment. This position will interface with various stakeholders. We will provide the training needed to perform the work but the engineer needs to have the attributes as listed below. Senior Data Science and Analytics Engineer: Basic skill requirements: Job Types: Full-time Contract Pay: $35.00 - $55.00 per hour Benefits: Schedule: Ability to commute/relocate: Experience: Work Location: One locationPreferably at least holding a bachelor’s in Computer Science. Set-up and maintain SQL databases within analysis tool framework Set-up and maintain error logging system from analysis tool (i.e. Splunk Core) set-up log forwarding Build test suite for data analysis tool Build web applications Assist engineering data analysis module development and integrate analysis modules into data analysis tool Programming experience Python preferred SQL database knowledge and experience Web development experience Experience with data workflows and data orchestration with Apache Airflow Prefect 401(k) Dental insurance Health insurance Health savings account Life insurance Paid time off Vision insurance 8 hour shift Detroit MI 48239: Reliably commute or planning to relocate before starting work (Required) SQL: 5 years (Preferred) Automotive: 3 years (Preferred),10000
IBM,4.0,San Jose,CA,1007599535643,0,Junior Data Scientist Apprentice,Glassdoor est,10000+ Employees,Company - Public,Information Technology,1911,IT Services,2022-01-28,Good and work life balance (in 335 reviews) Good salaries (according to what I have been told) (in 337 reviews) Good people and very social (in 216 reviews) Other benefits are good in ibm (in 115 reviews) Great Management (in 161 reviews),long working hours and no work life balance (in 335 reviews) low salaries and difficult to get indefinite contracts (in 337 reviews) No cons amazing place good people (in 216 reviews) No benefits to the contractors (in 115 reviews) Poor management and not transparent (in 161 reviews),data scientist,developer,0,127.0,Drive and eagerness to learn Strong problem solving critical thinking organization and communication skills Ability to work independently and take initiative as well as work collaboratively and contribute in a team environment as data science is a team sport Ability to think analytically in solving problems Curiosity passion for learning love for math data and analysis Willingness to complete the requirements of the apprenticeship program Some knowledge or experience in ONE or more of the following:\nJava JavaScript PHP C# Objective-C C/C++ Python Ruby and/or functional languages (Haskell Scala F# Clojure) Java JavaScript PHP C# Objective-C C/C++ Python Ruby and/or functional languages (Haskell Scala F# Clojure) Python Programming knowledge Advanced math and statistics coursework,10000
University of Houston-Clear Lake,4.3,Houston,TX,1007601667393,0,"Assistant Professor, Data Science",Glassdoor est,10000+ Employees,Colleges & Universities,$500 million to $1 billion (USD),College / University,Education,2022-01-28,people are nice and it is very diverse. (in 17 reviews) Great pay and the boss is a great guy and very easy to work with. (in 24 reviews) It was a Beautiful campus (in 32 reviews) Easy to work and go to classes. (in 17 reviews) Good Culture (in 10 reviews),Pay is low. (in 24 reviews) You are also expected to teach upper division classes to undergraduates which is uncommon (in 17 reviews),data science,developer,0,93.5,The Data Science (DS) Program in the College of Science and Engineering at the University of Houston–Clear Lake (UHCL) invites applications for a tenure-track faculty position at the Assistant Professor level. The starting date is anticipated to be August 2022. The newly launched Master of Science degree in Data Science at UHCL is a dynamic and multi-disciplinary program in Houston a diverse metropolitan area with broad data science needs and opportunities.\nDuties: Qualifications\n*\nRequired: * Desired:\nBackground and interests in Big Data.\nTeaching experience. Required Attachments by Candidate: Curriculum Vitae Cover Letter/Letter of Application Notes to Applicant: Applications will be accepted online through our Job Opportunities page. To apply please complete the online faculty application and attach a letter of interest and your current curriculum vitae. Reference letters will only be required of candidates invited for an on-campus interview. A background check and the successful pass of a criminal history record check is required prior to on-campus interviews. Official transcripts will be required for the finalists who are invited for on-campus interviews. Proof of eligibility to work in the U.S. must be provided as condition of employment. The position will be open until filled and review of applications begins February 1 2022. UHCL reserves the right to extend the search or not fill the position.\nUniversity of Houston-Clear Lake is proud to be recognized by the U.S. Department of the Interior as a member of the Minority Serving Institutions Program and is an HSI: Hispanic Serving Institution as well as an Affirmative Action/Equal Opportunity Employer supporting workplace diversity. Job Type: Part-timeDevelop and teach graduate DS courses. Establish a sound research program that leads to peer reviewed publications. Seek external funding and research programs as well as provide service to the program university and profession at various levels. An earned a Ph.D. in Data Science Computer Science Information Systems or other closely related fields by the time the position starts. All areas of emphasis will be considered. Strong committment to undergraduate and graduate teaching.,10000
