company_name,rate,city,state,job_id,remote_work,job_title,salary_estimate,company_size,company_type,company_sector,company_founded,company_industry,job_age,pros,cons,title,position,per_hour,avg_salary,desc,company_size_number
Target,3.7,Brooklyn Park,MN,1007597199738,0,Sr Data Scientist - Digital,Glassdoor est,10000+ Employees,Company - Public,Retail,1962,General Merchandise & Superstores,2022-01-27,Pay is good. (in 23 reviews) Culture is good. (in 23 reviews) Good work life balance (in 17 reviews) Cool Environment and great people (in 19 reviews) Good wlb and good management (in 8 reviews),low pay long and tiring day (in 23 reviews) work life balance is horrible (in 17 reviews) management can be a bit old fashioned (in 8 reviews),data scientist,developer,0,112.5,Location: 7000 Target Pkwy N Brooklyn Park Minnesota United States 55445 Target is an iconic brand a Fortune 50 company and one of America’s leading retailers.\nBehind one of the world’s best loved brands is a uniquely capable and brilliant team of data scientists engineers and analysts. The Target Data & Analytics team creates the tools and data products to sustainably educate and enable our business partners to make great data-based decisions at Target. We help develop the technology that personalizes the guest experience from product recommendations to relevant ad content. We’re also the source of the data and analytics behind Target’s Internet of Things (iOT) applications fraud detection Supply Chain optimization and demand forecasting. We play a key role in identifying the test-and-measure or A/B test opportunities that continuously help Target improve the guest experience whether they love to shop in stores or at Target.com. As a Sr Data Scientist - Digital you will work on a plethora of data science problems aligned with the Digital business at Target. You’ll apply mathematical concepts to data and business questions to generate insight and action. This role focuses on advancing the data metrics and analysis into statistically driven applications. The Sr Data Scientist spends about 50% of their time analyzing the data and applying mathematical concepts to generate statistics models and tests. As part of a team they consult on analysis and testing along with their users. They also document model selection criteria and how to interpret the model output for other stakeholders. One of the initial products this role will support is Wayfinder. Wayfinder is focused on understanding Digital guest engagement and specifically identifying the inflection points in a guests’ engagement journey with specific emphasis on the various fulfillment methods. This role would provide the opportunity to learn the product and lead through product creation adoption productionalization and future enhancements. About you: 4 year degree or equivalent experience Understands Programming: Python Jupyter SQL XML; ability to learn and apply new languages and test driven development Demonstrates strong Math and/or Statistics; Mathematical logic (AND OR NOT); Descriptive and Inferential Statistics; Applied Calculus (weighted averages rates of change single variable) Statistical modeling experience Strong story-telling skills to connect insights derived from data to practical business use cases Familiar with Source Code Management (git) Prior experience with BigRed preferred but not required Prior experience dealing with digital data preferred but not required Prior experience with consumer analytics preferred Americans with Disabilities Act (ADA) Target will provide reasonable accommodations (such as a qualified sign language interpreter or other personal assistance) with the application process upon your request as required to comply with applicable laws. If you have a disability and require assistance in this application process please visit your nearest Target store or Distribution Center or reach out to Guest Services at 1-800-440-0680 for additional information.4 year degree or equivalent experience Understands Programming: Python Jupyter SQL XML; ability to learn and apply new languages and test driven development Demonstrates strong Math and/or Statistics; Mathematical logic (AND OR NOT); Descriptive and Inferential Statistics; Applied Calculus (weighted averages rates of change single variable) Statistical modeling experience Strong story-telling skills to connect insights derived from data to practical business use cases Familiar with Source Code Management (git) Prior experience with BigRed preferred but not required Prior experience dealing with digital data preferred but not required Prior experience with consumer analytics preferred,10000
Kanini Software Solutions,4.3,Nashville,TN,1007598249973,0,Business Solutions Analyst,Employer Provided Salary,201 to 500 Employees,Company - Private,Information Technology,2003,Enterprise Software & Network Solutions,2022-01-27,Lots of freedom and interesting challenges to solve. (in 1 reviews),No Cons have been reported by the Glassdoor community.,,developer,1,117.0,About Kanini Kanini provides Agile Software Development Cloud Computing Data Science and Location Intelligence services to public and private organizations. We have successfully served our clients in government finance transportation utility and software industries since 2003. Why you should join Working at Kanini is flexible and personal. We are a highly motivated collaborative team experimenting with the latest technologies. We are committed to everyone having a healthy work/life balance and we provide extensive mentorship and training resources to help you succeed. Kanini is looking for a experience Business Solutions Analyst who has extensive experience working in QA Agile VSTS (DevOps) Qualifications and Required Skills: –Kanini Software Solutions Inc. does not discriminate in employment matters on the basis of race gender religion age national origin citizenship veteran status family status disability status or any other protected class. We support workplace diversity. If you have a disability please let us know if there is anything we can do to improve the interview process for you; we’re happy to accommodate. Kanini Software Solutions Inc. 25 Century Blvd. Ste. 602 Nashville TN 37214 Contract length: 9 months Job Types: Full-time Contract Pay: $60.00 - $70.00 per hour Schedule: Work Remotely:Must Have Experience in Financial Derivatives A Bachelor’s degree in Computer Science Business Administration or related discipline Strong VSTS and BSA skills Should have experience working with offshore delivery teams and able to articulate the business needs to the team SAFe/Agile expertise and certification a plus Experience leading LARGE products with multiple business stakeholders Remote good for now but should relocate to Nashville once Deloitte opens the office officially 8 hour shift Yes,350
Vaco,3.9,Raleigh,NC,1007596169086,0,Sr Data Analyst- Healthcare,Employer Provided Salary,501 to 1000 Employees,Company - Private,Business Services,2002,Consulting,2022-01-27,Decent benefits. (in 19 reviews) Mostly easy work and people are nice (in 14 reviews) Great management and great support (in 7 reviews) there is a good work/life balance (in 10 reviews),Low salary / rate (in 26 reviews) Medical benefits are bad (in 19 reviews) low salary poor management micromanaging (in 7 reviews),data analyst,developer,0,155.0,Quantitatively explore rich historical data from sites pharmaceutical sponsors and other stakeholders and use it to uncover applicable insights to enable more effective trial support and more predictable enrollment management decisions. Collaborate with diverse teams of technical and non-technical stakeholders to deliver insights through models reports visualizations dashboards and other mediums. Develop clean reusable and testable analytical code and make use of existing data team libraries and modules. 4+ years of experience successfully developing and delivering actionable analytical reports ideally in a space similar to ours (startup healthcare regulated data). Expertise in several techniques including frequentist/Bayesian (bio)statistical modeling supervised/unsupervised learning and linear/nonlinear regression. Substantial practical experience working scalably with Python and SQL and working with structured and unstructured data from a variety of cloud-based (e.g. S3 AWS Redshift RDS Postgres) and offline sources. Comfort with modern data analytics and BI environments such as Jupyter Periscope etc. Great communication skills and can work comfortably with technical and non-technical stakeholders to develop requirements. 100% paid medical dental vision for you 50% for dependents 401k match Unlimited PTO 12 week 100% paid paternity 16 weeks 100% paid maternity,750
The Walt Disney Company (Corporate),4.0,Orlando,FL,1007598407953,0,"Senior Manager, Decision Science",Glassdoor est,10000+ Employees,Company - Public,Media,1923,Motion Picture Production & Distribution,2022-01-27,Great benefits for a full timer (in 24 reviews) Competitive Pay (in 26 reviews) Great people. (in 17 reviews) Work life balance is good (in 11 reviews) good culture and people are nice (in 16 reviews),Freelancers are seen like perms (but they get no benefits) (in 24 reviews) Low Pay Hours can be rough (in 26 reviews) Some people are not nice but most of the people are very very nice. (in 17 reviews) No work life balance (in 11 reviews) Around the parks Disney dominates the culture (in 16 reviews),,manager,0,96.0,"Manage direct reports which may include managers as well as professional staff specializing in different technical disciplines. May also manage the work of further professional staff in a matrixed organization Lead a portfolio of complex projects and initiatives to include responsibility for scope negotiation and work estimation resource allocation development and teaching of necessary skills adaptation of plans to meet operational challenges and representation of the team with senior leaders and with partners (e.g. product teams client teams and vendors) Lead research and development of emerging science tools and technologies Direct the design and development of analytics platform initiatives (e.g. science model capabilities such as Natural Language Processing or Causal Inference or data engineering capabilities) 3 or more years of related/relevant experience Ability to understand and support multiple large business domains Competence in multiple topics from statistics optimization machine learning and/or econometrics. Distinction in breadth of knowledge enabling responsibility for large complex or varied output Competence in mathematical computing with at least one programming language (e.g. Python R Java) and the ability to learn technical methods and tools independently Proven knowledge of revenue management context including demand forecasting resource allocation and pricing Familiarity with software development tools such as GitLab/GitHub Docker and cloud computing tools such as AWS ""Masters or Ph.D. in technical discipline (Statistics Operations Research Industrial Engineering Mathematics Machine Learning Econometrics or related field) or equivalent experience""",10000
The Walt Disney Company (Corporate),4.0,Kissimmee,FL,1007598408590,0,Principal Data Solutions Architect - Snowflake,Glassdoor est,10000+ Employees,Company - Public,Media,1923,Motion Picture Production & Distribution,2022-01-27,The people here are great! (in 51 reviews) great work / life balance (in 39 reviews) Good Benefits and culture. (in 45 reviews) Pay is good i think (in 32 reviews) Management are attentive good benefits free entry to Disneyland (in 28 reviews),After the pandemic the training was even telling people what they could not say at work about who they were friends with. (in 51 reviews) Pay is low in comparison to other big companies with tech positions (in 32 reviews) Culture varies based on teams and management as the organization is large. (in 28 reviews),,developer,0,122.0,Architecting and delivering high-performance highly-scalable and flexible cost-effective cloud-based enterprise business data and analytics solutions Translating business requirements into conceptual and detailed technology solutions Collaborates closely with peers leaders and business partners across the organization Designing and documenting data architecture at multiple levels (high-level to detailed) and across multiple views (conceptual logical physical data flow and sequence diagrams) Performing third-party vendor assessments and developing and leading proof-of-concept projects Keeping fluent in the industry and marketplace evolution-staying current with vendor product offerings and common and emerging data solutions in use across the industry; continuously learning new data technologies and introducing these into the organization 10+ years experience architecting enterprise data solutions Expertise architecting and delivering end-to-end data solutions Expertise in architecting and developing data warehouse solutions especially for enterprise reporting and analytics applications Expertise architecting and developing solutions in Snowflake Experience architecting and developing cloud data solutions in multiple technologies (Snowflake AWS Azure Google HANA) preferred Experience architecting and delivering data integration and ETL solutions Experience designing and developing performance-optimized data models Experience with BI & data analytics tools preferred Experience with Data Science and predictive analytics preferred Experience with HR and Finance applications preferred Proficiency in data security Strong collaboration skills and ability to establish and manage effective working relationships in a matrixed organizational structure Strong leadership skills Strong communication and executive presentation skills; ability to communicate well to both technical and business audiences BS Computer Science or related technology field MS Computer Science or related technology field,10000
Insight Global,3.9,Seattle,WA,1007596619448,0,Data Analyst,Glassdoor est,1001 to 5000 Employees,Company - Private,Business Services,2001,Staffing & Outsourcing,2022-01-27,weekly pay benefits (in 18 reviews) Worked with Benton Wentz who was very professional and provided excellent communication through onboarding process and more. (in 11 reviews) Great people to work with (in 13 reviews) 2. Good salary compensation (in 9 reviews) Multiple account managers and my recruiter were all working hard to place me. (in 12 reviews),The benefits are godawful though I think that\s pretty normal for contract work (in 18 reviews) Lacks communication this needs to improve (in 11 reviews),data analyst,developer,0,71.5,JOB DESCRIPTION An employer is looking for a Data Analyst in the SeattleWA Area. In this specific role you will be part of an integration team that explores the drivers of the media network video content consumption and works with the business to build and maintain statistical models to forecast Ad Sales and consumer behavior . This position will dig into forecasts and historical data to provide business insights and ensure accurate and timely forecast updates of ad inventory. MINIMUM REQUIREMENTS 3+ years of experience working as a Data Analyst or Business Intelligence Analyst\n2+ years of experience working with SQL and writing SQL Queries to pull data (ideally in MySQL/T-SQL and not in Access)\n1+ year of experience with scripting for data science using either R or Python (Python is preferred over R)\nPrevious experience with data forecasting (time series forecasting preferred but not mandatory)\nPrevious experience with Client Facing work where you were responsible for supporting non-data teams and presenting business insights,3000
CyberCoders,,Washington,VA,1007597997697,0,Data Engineer,Employer Provided Salary,201 to 500 Employees,Subsidiary or Business Segment,Business Services,1999,Staffing & Outsourcing,2022-01-27,Selfless leadership. (in 1 reviews) Good work / life balance. (in 1 reviews),Poor health and dental insurance (in 1 reviews),,developer,0,140.0,Applicants must be authorized to work in the U.S.Flexible work arrangements We are stable been in business since 1997! Competitive Pay & Benefits Tuition reimbursement Developing testing and documenting software code for data extraction ingestion transformation cleaning correlation and analytics. Participating in end-to-end architectural design and development lifecycle for new data services/products and making them operate at scale. Participating in cross-functional team collaboration to understand customer requirements design prototypes and optimize existing data services/products. Demonstrating Data Science excellence in the teams you work with across the organization and mentoring junior members in the Data Science division. Participating in research case studies and prototypes on cutting-edge technologies and how they can be leveraged. 3+ years of experience bringing databases data integration and data analytics/ML technologies to production with a Bachelors degree in Computer Science/Data Science/Computer Engineering or relevant field. Mastery in developing software code in one or more programming languages (Python JavaScript Java Matlab etc.) Expert knowledge in databases (SQL NoSQL Graph etc.) and data architecture (Data Lake Delta Lake) Knowledgeable in machine learning/AI methodologies. Experience with one or more SQL-on-Hadoop technology (Hive Impala Spark SQL Presto etc.) Experience in short release cycles and the full software lifecycle. Experience with Agile development methodology (e.g. Scrum) Strong writing and oral communication skills to deliver design documents technical reports and presentations to a variety of audiences. Flexible work arrangements Competitive Salary Generous benefits Tuition reimbursement,350
MATRIX Resources,4.7,Irving,TX,1007597737513,0,Data Analyst,Glassdoor est,201 to 500 Employees,Company - Private,Business Services,1983,Staffing & Outsourcing,2022-01-27,No Pros have been reported by the Glassdoor community.,I have had so many awful experiences with recruiting companies it actually surprised me how easy the entire process was from beginning to end. (in 1 reviews),data analyst,developer,0,77.5,Applies in-depth disciplinary knowledge in data and visualization contributing to the development of new techniques and the improvement of processes and workflow. Integrates subject matter expertise and new trends in data techniques within a defined area. Assists other Program Managers working on a common solution in their data and reporting needs. Understand Data processes and business requirements. Develop project schedules. Negotiate with project team members to identify key milestones project activities dependencies and risks and develop associated timelines to create a project plan. Report status of project on a routine basis as established by the department manager. Work with data management to validate designed functionality. Envision reporting solutions for yet-to-be created systems. Partnering with source system developers to understand and influence capabilities. Interface with senior project staff and client senior management teams regarding status of projects. Recommend and oversee process improvements. Provide considerable business impact through in-depth evaluation of complex business processes system processes and industry standards. Provide expertise in area and an advanced level of understanding of the principles of IT project leadership. Adhere to company project management processes and procedures. Prepare and report project status on a regular basis including metrics needed for various risk groups. Experience in project management and business analysis. Strong data analysis skills including experience gathering organizing and analyzing data and communicating/presenting results and recommendations in a succinct fashion to key stakeholders Proven skills in Business Analytics and ability to work with large data sets and data science concepts. Knowledge of data Modelling techniques and modern reporting platform/tools like BI Tableau etc. Good understanding of Data Governance Cloud Computing ITSM processes End User Computing is a plus. Ability to work in Jira using Agile best practices.,350
CyberCoders,,New York,NY,1007597997274,0,FullStack Engineer,Employer Provided Salary,201 to 500 Employees,Subsidiary or Business Segment,Business Services,1999,Staffing & Outsourcing,2022-01-27,Selfless leadership. (in 1 reviews) Good work / life balance. (in 1 reviews),Poor health and dental insurance (in 1 reviews),,developer,0,160.0,Applicants must be authorized to work in the U.S.Help our software development process from conception to deployment Design/Create scalable + functional microservices that will handle concurrent requests to various different systems Help develop database schemas that represent/support the Live Product Team & Data Science Team Work in an Agile/MVF mindset 3+ years of professional experience Experience working with PostgreSQL AWS Redshift SQL Server and other RDBMS systems Experience both designing/developing web services & cloud stored applications Experience working with micro-service architecture & single page architecture + writing unit tests Git experience Experience with any of the following: Python Nodejs Serverless React Redux Apollo Client AWS Glue Any Machine Learning/Artificillial Intelligence or Data Science experience Medical/ Dental/ Vision Vacation/PTO 401k Hybrid (work in office only 2-3 days per week),350
Fast Switch,4.3,Columbus,OH,1007598501222,0,ETL Developer,Glassdoor est,501 to 1000 Employees,Company - Private,Information Technology,1996,IT Services,2022-01-27,Good company..with good benefits (in 3 reviews) The company takes care of their employees (in 3 reviews) good immigration quick response to employees concerns (in 1 reviews),Growth opportunity is limited. (in 1 reviews),,developer,0,96.0,Our client in Columbus Ohio is seeking an ETL Developer for a contract role. Candidates must be local to central Ohio or relocated by day one for consideration. Top skills required for the Data Warehouse Developer: Benefits: ETL Developer Overview:\nThis position plays an important role in extracting transforming and loading data into our data infrastructure and presenting meaningful insights using data visualization tools. The ideal candidate is proficient in Python R and SQL and also with various ETL and analysis tools and software. Responsibilities: Required: Desired Skills: indeed456Minimum four years of ETL visualization and computer programming experience Bachelor’s degree in an appropriate field of study like Computer Science Data Science or Information Technology Previous relevant experience in building visualizations to solve business problems with Power BI and Tableau Experience with development and maintenance of ETL pipelines using different methods Can work W2 or Corp to Corp As a W2 we offer Medical/Dental/Vision/401k with match/ short and long term disability Design and develop BI solutions using report and visualization software such as Tableau Power BI and IBM Cognos Accountability: owning the delivery of visualizations and serving as a technical lead Code test debug implement and document ETL pipeline Develop and maintain ETL pipelines for multiple data sources Troubleshoot and recommend solutions for optimized design techniques to build dashboards and reports Expert knowledge in SQL skills including stored procedure trigger index etc. Experience with change management with respect to people processes and technologies Develop maintain and support business applications (SQL/web-based apps) Identify data solutions through close collaboration with department managers Streamline and improve internal processes and reporting Drive efficiency and operational improvement using data modeling techniques Support and train users by providing directions corrections and enhancements; communicate with users to find solution to case Analyze user requirements procedures and problems to provide coaching on system use recommend changes and automation to improve efficiency Bachelor’s degree in an appropriate field of study like Computer Science Data Science or Information Technology Minimum four years of ETL visualization and computer programming experience (Python R SQL) Previous relevant experience in building visualizations to solve business problems with Power BI and Tableau Experience with development and maintenance of ETL pipelines using different methods (SSIS PySpark Azure Data Factory Streamsets Databricks) Experience with Healthcare/Mental Health environment Collaborate with team leads to identify gaps and constraints associated with business requirements and processes and aid in providing solutions to resolve the process issues Strong communication and interpersonal skills Strong organization and time management skills Ability to effectively handle multiple priorities Ability to operate across the business and in different environments and cultures,750
Moldable Business Associates,4.5,,,1007596578895,1,Senior Data Scientist,Employer Provided Salary,1 to 50 Employees,Unknown / Non-Applicable,,Self-employed,,2022-01-27,Great leadership and learning environment (in 1 reviews) Positive and Flexible and easy going work environment and leadership (in 1 reviews),No Cons have been reported by the Glassdoor community.,data scientist,senior,0,160.0,"Our exclusive client. a telecommunications company is looking for a reliable dependable candidate who can add true value and results to their company. Primary Responsibilities: Desirable Qualifications: Job Type: Full-time Pay: $140000.00 - $180000.00 per year Benefits: Schedule: Education: Experience: Work Location: RemoteCreate and support scalable frameworks standards KPIs and big data best practices Work with customers to collect data analytics requirements share data and analytics and present insights and findings. Document and implement data policies standards and procedures for new data environments Work with the engineering team to ensure data lineage is captured stored and managed Perform data quality audits identify data collection issues suggest improvements and assure compliance with international data protection and privacy laws. Provide clear and concise data workflow documents specifying new and existing data flows Graduate degree in computer or data science 5-10 years of commercial experience as a Data Scientist working with big data to solve high impact business problems for customers Proven track record working with customer definining requirements leading teams and delivering customer success stories. Experience with Python SQL map/reduce applied statistics and quantitative modeling (regression survival analysis segmentation experimentation and machine learning. 401(k) Health insurance Paid time off 8 hour shift Monday to Friday ""Bachelors (Preferred)"" Data modeling: 5 years (Required)",25
Nelnet,3.9,,,1007596111713,1,Data Engineer II,Employer Provided Salary,5001 to 10000 Employees,Company - Public,Finance,1996,Lending,2022-01-27,Great benefits! (in 6 reviews) Most the people are nice and relaxed. (in 5 reviews) Nelnet cares a lot about culture and brand awareness. (in 3 reviews),pay and benefits could be better as well as opportunity for advancement (in 6 reviews) Low Pay for Software Engineers compared to national average (in 3 reviews) Limited Advancement Opportunities (in 6 reviews),,developer,0,92.5,,7500
Booz Allen Hamilton,4.2,Arlington,VA,1007596906225,0,Data Science Trainee,Glassdoor est,10000+ Employees,Company - Public,Business Services,1914,Consulting,2022-01-27,Good work life balance (in 39 reviews) Great benefits food culture allows remote work when possible (in 37 reviews) Excellent focus on people More than Fair Pay Willing to take a chance on you (in 46 reviews) Great people to work with (in 38 reviews) Excellent leadership (in 22 reviews),Projects are very spread out so your commuting times can be very high thus offsetting work life balance (in 39 reviews) Benefits could be better hard to get raises without getting promoted. (in 37 reviews) The pay is alittle low (in 46 reviews) Low Salary uncaring leadership and limited growth (in 22 reviews),data science,developer,0,86.0,"The Challenge: Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT machine learning and artificial intelligence advances? In an increasingly connected world massive amounts of structured and unstructured data open up new opportunities. As an aspiring data scientist you know you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection to cancer research to national intelligence — you see data scientists turning data into actions and you want to be part of the team. We have an opportunity for you to develop your analytical skills and establish your career in data science. You’ll join a rigorous training program that combines skills assessments a comprehensive curriculum functional mentorship a capstone analytic challenge and support to place you on your first data science project. You’ll learn how to write scripts to integrate data conduct exploratory data analysis to discover hidden trends apply machine learning to train predictive models and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers that inform decisions. Equipped with the foundational data science skills to accelerate your career you’ll join a team and apply those skills to support our clients’ critical national security missions. Embrace the challenge and join us in driving change through data science. Empower change with us. You Have: Nice If You Have: Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information. Build Your Career: At Booz Allen we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen you can expect: You’ll have access to a wealth of training resources through our Analytics University an online learning portal specifically geared towards data science and analytics skills where you can access more than 5000 functional and technical courses certifications and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance on-site bootcamps certification training academic programs vendor relationships and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success. We’re an EOE that empowers our people—no matter their race color religion sex gender identity sexual orientation national origin disability veteran status or other protected characteristic—to fearlessly drive change.Experience with data science computer science or machine learning including querying or analyzing data to answer questions and solve problems Knowledge of Python or R Knowledge of basic concepts in mathematics and statistics Ability to obtain a security clearance ""Bachelors degree"" Experience with Qlik Power BI or other data visualization tools Experience with GitHub in Data Science Ability to learn a programming language Ability to work effectively in a collaborative team environment Ability to pursue a career in data science Secret clearance ""Bachelors degree in Data Science Mathematics Engineering Physics Statistics CS"" access to online and onsite training in data analysis and presentation methodologies and tools like Hortonworks Docker Tableau and Splunk a chance to change the world with the Data Science Bowl—the world’s premier data science for social good competition participation in partnerships with data science leaders like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government",10000
Excelion Partners,1.0,,,1007598429124,1,Senior Data Analyst,Employer Provided Salary,51 to 200 Employees,Consulting,Unknown / Non-Applicable,Company - Private,Business Services,2022-01-27,No Pros have been reported by the Glassdoor community.,They lead you on just to earn a referral bonus of some sorts?!? Maybe they get paid for submittals and put their candidates through the ringer for their own financial benefit. (in 1 reviews) Everything they aren\t transparent. (in 1 reviews),data analyst,senior,1,153.0,"OVERVIEW ""Excelion Partners Data Science & Analytics practice is looking for a Senior Data Consultant to join our team. You will work directly with clients and peers to design and deliver cutting-edge data solutions. If you have a desire to grow your career in data and to be involved with innovative analytics solutions across a variety of challenging projects and industries this may be just the position for you."" ""As a member of Excelions Data Science and Analytics practice the Senior Data Consultant will lead a number of Excelion client engagements while being accountable for managing daily working relationships with clients to ensure satisfaction. You will actively participate in data analysis and collaborate with data engineers and data scientists to satisfy engagement requirements with an eye on long-term client goals."" This role requires a combination of data analytics client management and strategic problem-solving strengths. This is a consultative role. It will require someone with an understanding of the principles and techniques of data analysis that can also consult clients on their data. Some of the day to day tasks: QUALIFICATIONS POSITION ATTRACTIONS PREFERRED DATA & TOOLS EXPERIENCE GEOGRAPHICAL PREFERENCES Job Types: Full-time Contract Pay: $75.00 - $95.00 per hour Benefits: Schedule: Experience: Work Location: RemoteMeeting with clients to understand their data and business needs. Analyzing client data (cleaning prepping modeling and visualizing). Collaborating with our clients and internal data people. Presenting progress and results to client stakeholders. 5+ years experience analyzing data as a data analyst or statistician A mind that is curious about and enjoys exploring data Proven ability to present progress and findings to stakeholders Knowledge and ability to run Agile project management methodologies A track record of strong collaboration skills when building data solutions. Prior experience working with Power BI and very comfortable using the tool (might consider yourself a ""Power User""). Prior experience working with Dataiku (know your way around but do not need to be an expert). You will get exposure to new data technologies and analysis techniques. Projects will allow you to enhance your data science skills or project management skills. The position is critical to our organization’s long-term success and is supported as such. Fully Remote Excellent work/life balance Dataiku PowerBI Statistical skills Or other data analytics tooling (Alteryx Tableau Looker etc. ) Remote (US Only) Flexible schedule 8 hour shift Power BI: 2 years (Required) Dataiku: 1 year (Required) Data & Technical Business Analysts: 3 years (Required)",100
